Material Composition,A site #1,A site #2,A site #3,B site #1,B site #2,B site #3,X site,Number of elements,energy_above_hull (meV/atom),formation_energy (eV/atom),num_of_atoms_host_Asite0,host_Asite0_Heat of Vaporization,host_Bsite0_at. wt.,host_Bsite0_Ionization Energy (kJ/mol),shannon_radii_AB_avg,Density_AB_avg,BCCefflatcnt_AB_avg,BCCvolume_padiff_AB_avg,GSenergy_pa_AB_avg,ICSDVolume_AB_avg,covalent radius_AB_avg,Ionization Energy (kJ/mol)_AB_avg,Electron Affinity (kJ/mol)_AB_avg,Atomic Volume (cm³/mol)_AB_avg,MendeleevNumber_AB_avg,First Ionization Potential (V)_AB_avg,thermal conductivity_AB_avg,at. wt._AB_diff,specific heat capacity_AB_diff,electrical conductivity_AB_diff,BCCefflatcnt_AB_ratio,Ionization Energy (kJ/mol)_AB_ratio,Heat of Vaporization_AB_ratio,Asite_BCCvolume_pa_weighted_avg,Asite_BCCvolume_padiff_weighted_avg,Asite_At. Radius   (angstroms)_weighted_avg,Asite_n_ws^third_weighted_avg,Bsite_ BP (K)_weighted_avg,Bsite_At. Radius   (angstroms)_weighted_avg,Bsite_Second Ionization Potential  (V)_weighted_avg,Bsite_electrical conductivity_weighted_avg,Asite_Ionic Radius (angstroms)_max,Asite_BCCenergy_pa_max,Asite_Atomic Radius (Å)_max,Asite_At. Radius   (angstroms)_max,Asite_Atomic Volume (cm³/mol)_max,Bsite_ BP (K)_max,Bsite_At. Radius   (angstroms)_max,Bsite_First Ionization Potential (V)_max,Bsite_Third Ionization Potential  (V)_max,Asite_shannon_radii_min,Asite_BCCenergy_pa_min,Asite_BCCenergydiff_min,Asite_GSmagmom_min,Asite_At. Radius   (angstroms)_min,Bsite_MendeleevNumber_min,Bsite_n_ws^third_min,Asite_shannon_radii_range,Asite_BCCefflatcnt_range,Asite_IsBoron_weighted_avg,Asite_IsHalogen_weighted_avg,Asite_IsPnictide_weighted_avg,Asite_IsRareEarth_weighted_avg,Asite_NfUnfilled_weighted_avg,Asite_NfValence_weighted_avg,Bsite_At. #_weighted_avg,Bsite_Period_weighted_avg,Bsite_IsMetal_weighted_avg,Bsite_NdUnfilled_weighted_avg,Bsite_NpUnfilled_weighted_avg,host_Asite0_IsBCC,host_Asite0_IsCubic,host_Asite0_IsAlkali,host_Asite0_OrbitalD,host_Asite0_NsValence,host_Bsite0_At. #,host_Bsite0_IsHexagonal,host_Bsite0_IsNoblegas,Asite_IsAlkali_max,Bsite_IsMetal_max
Ba2Sr6Mn8O24,Ba,Sr,,Mn,,,O,4,113.8862036,-1.597024575,6,136.9,54.938,717.4,1.05075,5.12125,7.564481923,-0.483793103,-5.381778008,34.95,1.54875,627.625,-69.5,21.2375,30.125,6.504625,7.53375,22.55475,-0.102,1.975,1.74095319,0.749721216,0.626763448,55.58,-0.99,2.5275,0.8325,2235,1.79,15.64,0.5,1.42,-1.67793991,2.22,2.76,39.24,2235,1.79,7.435,33.667,1.44,-1.92352226,0,0,2.45,52,1.61,0.17,0.597912362,0,0,0,0,0,0,25,4,1,5,0,0,0,0,0,2,25,0,0,1,1
Ba2Sr6Ni8O24,Ba,Sr,,Ni,,,O,4,258.8280509,-0.801693367,6,136.9,58.6934,736.7,0.98125,5.85125,7.548635833,-0.49,-3.644657668,34.25,1.53875,637.275,-14,20.8375,34.625,6.604625,48.97375,20.67705,-0.084,-5.075,1.751007041,0.730080087,0.364834437,55.58,-0.99,2.5275,0.8325,3005,1.62,18.168,14.6,1.42,-1.67793991,2.22,2.76,39.24,3005,1.62,7.635,35.17,1.44,-1.92352226,0,0,2.45,61,1.75,0.17,0.597912362,0,0,0,0,0,0,28,4,1,2,0,0,0,0,0,2,28,0,0,1,1
Ba2Sr6V8O24,Ba,Sr,,V,,,O,4,42.13350699,-2.100668277,6,136.9,50.9415,650,1.03125,4.45625,7.767937663,-0.495,-5.341125728,35.75,1.57375,593.925,-44.5,21.9325,27.125,6.157125,18.97375,24.553,-0.1065,0.225,1.621420156,0.827461538,0.308316544,55.58,-0.99,2.5275,0.8325,3650,1.92,14.65,4,1.42,-1.67793991,2.22,2.76,39.24,3650,1.92,6.74,29.31,1.44,-1.92352226,0,0,2.45,46,1.64,0.17,0.597912362,0,0,0,0,0,0,23,4,1,7,0,0,0,0,0,2,23,0,0,1,1
Ba2Y6Co8O24,Ba,Y,,Co,,,O,4,113.4830544,-1.643965255,6,393.3,58.9332,758,0.869375,6.575,7.027355762,0.159375,-6.204859771,25.7375,1.435,672.8625,28.5,15.68,34.625,6.974,58.75,21.0393625,-0.0725,-7.925,1.552006497,0.775362797,0.884074471,40.295,0.12375,2.3925,1.11,3143,1.67,17.06,17.9,1.42,-1.92352226,2.22,2.76,39.24,3143,1.67,7.86,33.5,1.075,-6.34029752,0,0,2.27,58,1.75,0.535,2.013873573,0,0,0,0,0,0,27,4,1,3,0,0,0,0,1,2,27,1,0,1,1
Ba2Y6Cr8O24,Ba,Y,,Cr,,,O,4,101.755733,-2.163963566,6,393.3,51.996,652.8,0.879375,5.72,7.090097071,0.051875,-7.417523468,26.1875,1.445,620.2625,25.5,15.945,30.125,6.427,55.6,24.5079625,-0.0865,-2.925,1.51743225,0.900314032,0.972091311,40.295,0.12375,2.3925,1.11,2945,1.85,16.5,7.9,1.42,-1.92352226,2.22,2.76,39.24,2945,1.85,6.766,30.96,1.075,-6.34029752,0,0,2.27,49,1.73,0.535,2.013873573,0,0,0,0,0,0,24,4,1,5,0,0,0,0,1,2,24,0,0,1,1
Ba2Y6Fe8O24,Ba,Y,,Fe,,,O,4,84.72896518,-1.913356538,6,393.3,55.847,759.3,0.921375,6.062,7.0526201,0.061875,-6.807407378,26.0375,1.44,673.5125,5.5,15.88,33.125,6.979,48.85,22.5824625,-0.0865,-4.575,1.537896566,0.774035296,0.944277539,40.295,0.12375,2.3925,1.11,3023,1.72,16.18,11.2,1.42,-1.92352226,2.22,2.76,39.24,3023,1.72,7.87,30.651,1.075,-6.34029752,0,0,2.27,55,1.77,0.535,2.013873573,0,0,0,0,0,0,26,4,1,4,0,0,0,0,1,2,26,0,0,1,1
Ba2Y6Ga8O24,Ba,Y,,Ga,,,O,4,184.3874048,-2.066766973,6,393.3,69.723,578.8,0.914375,5.08,7.571951078,-0.396875,-4.170792849,29.9875,1.485,583.2625,8,18.23,42.625,6.0435,29.05,15.6444625,-0.0475,0.125,1.295745039,1.015419834,1.28885808,40.295,0.12375,2.3925,1.11,2478,1.81,20.51,1.8,1.42,-1.92352226,2.22,2.76,39.24,2478,1.81,5.999,30.71,1.075,-6.34029752,0,0,2.27,74,1.31,0.535,2.013873573,0,0,0,0,0,0,31,4,1,0,5,0,0,0,1,2,31,0,0,1,1
Ba2Y6Mn8O24,Ba,Y,,Mn,,,O,4,91.10598761,-2.029611338,6,393.3,54.938,717.4,0.913875,5.845,7.033496469,0.073081897,-7.174947823,26.2875,1.44,652.5625,-6.5,16.025,31.625,6.7615,12.66,23.0369625,-0.102,0.775,1.548553197,0.8192431,1.501888596,40.295,0.12375,2.3925,1.11,2235,1.79,15.64,0.5,1.42,-1.92352226,2.22,2.76,39.24,2235,1.79,7.435,33.667,1.075,-6.34029752,0,0,2.27,52,1.61,0.535,2.013873573,0,0,0,0,0,0,25,4,1,5,0,0,0,0,1,2,25,0,0,1,1
Ba2Y6Ni8O24,Ba,Y,,Ni,,,O,4,152.5708865,-1.38114738,6,393.3,58.6934,736.7,0.844375,6.575,7.017650379,0.066875,-5.437827483,25.5875,1.43,662.2125,49,15.625,36.125,6.8615,54.1,21.1592625,-0.084,-6.275,1.557495954,0.797780643,0.874238411,40.295,0.12375,2.3925,1.11,3005,1.62,18.168,14.6,1.42,-1.92352226,2.22,2.76,39.24,3005,1.62,7.635,35.17,1.075,-6.34029752,0,0,2.27,61,1.75,0.535,2.013873573,0,0,0,0,0,0,28,4,1,2,0,0,0,0,1,2,28,0,0,1,1
Ba2Y6Sc8O24,Ba,Y,,Sc,,,O,4,94.60256203,-2.93909071,6,393.3,44.9559,631,0.976875,3.62,7.814710826,0.044375,-5.807421743,32.6375,1.575,609.3625,2.55,19.83,11.125,6.314,16.65,28.0280125,-0.146,0.275,1.206913216,0.931418384,1.082759186,40.295,0.12375,2.3925,1.11,3109,2.09,12.8,1.5,1.42,-1.92352226,2.22,2.76,39.24,3109,2.09,6.54,24.76,1.075,-6.34029752,0,0,2.27,11,1.27,0.535,2.013873573,0,0,0,0,0,0,21,4,1,9,0,0,0,0,1,2,21,1,0,1,1
Ba2Y6Ti8O24,Ba,Y,,Ti,,,O,4,66.50124863,-2.781746417,6,393.3,47.88,658,0.906875,4.395,7.503112981,0.136875,-6.552278758,28.9875,1.515,622.8625,3.5,17.65,27.125,6.454,19.7,26.5659625,-0.1235,-0.275,1.323365084,0.893199088,0.776164158,40.295,0.12375,2.3925,1.11,3560,2,13.58,2.6,1.42,-1.92352226,2.22,2.76,39.24,3560,2,6.82,27.491,1.075,-6.34029752,0,0,2.27,43,1.52,0.535,2.013873573,0,0,0,0,0,0,22,4,1,8,0,0,0,0,1,2,22,1,0,1,1
Ba2Y6V8O24,Ba,Y,,V,,,O,4,33.0048005,-2.36963354,6,393.3,50.9415,650,0.894375,5.18,7.236952209,0.061875,-7.134295543,27.0875,1.465,618.8625,18.5,16.72,28.625,6.414,24.1,25.0352125,-0.1065,-0.975,1.442230256,0.904192308,0.738806805,40.295,0.12375,2.3925,1.11,3650,1.92,14.65,4,1.42,-1.92352226,2.22,2.76,39.24,3650,1.92,6.74,29.31,1.075,-6.34029752,0,0,2.27,46,1.64,0.535,2.013873573,0,0,0,0,0,0,23,4,1,7,0,0,0,0,1,2,23,0,0,1,1
Ba3Bi1Pr4Co8O24,Ba,Bi,Pr,Co,,,O,5,109.0334108,-1.372961253,4,332.63,58.9332,758,0.94,7.425,7.206327947,-0.03875,-5.342668386,28.15625,1.455,648,44.625,17.23875,40.3125,6.7278125,57.066875,44.570975,-0.116375,-7.99375,1.617000812,0.709762533,0.646303241,45.53,-0.2725,2.57375,1.04875,3143,1.67,17.06,17.9,1.42,-1.92352226,2.22,2.76,39.24,3143,1.67,7.86,33.5,1.17,-4.64853984,0,0,1.63,58,1.75,0.44,2.235900917,0,0,0.125,0.5,5.5,3.25,27,4,1,3,0,0,0,0,0,2,27,1,0,1,1
Ba3Bi4La1Fe8O24,Ba,Bi,La,Fe,,,O,5,171.9567027,-1.180790075,4,179,55.847,759.3,0.996375,7.432,7.147239853,-0.72421875,-5.80479784,28.7875,1.399375,683.4,32.875,17.528125,51.5,7.08325,46.36125,58.75256875,-0.143875,-4.73125,1.571945634,0.80007902,0.549417024,43.485,-1.4484375,2.1925,1.03125,3023,1.72,16.18,11.2,1.42,-1.92352226,2.22,2.76,39.24,3023,1.72,7.87,30.651,1.17,-4.79586452,0,0,1.63,55,1.77,0.44,2.235900917,0,0,0.5,0.125,0,7,26,4,1,4,0,0,0,0,0,2,26,0,0,1,1
Ba3Cd1Pr4Ni8O24,Ba,Cd,Pr,Ni,,,O,5,257.0759627,-0.96739269,4,332.63,58.6934,736.7,0.92375,7.35625,7.132739539,0.0684375,-4.378041088,27.14375,1.446875,647.625,58.25,16.67125,40.8125,6.7218125,57.975,38.655225,-0.121,-5.48125,1.599438776,0.758178363,0.612910596,44.2475,0.126875,2.58375,1.05875,3005,1.62,18.168,14.6,1.42,-0.74033904,2.22,2.76,39.24,3005,1.62,7.635,35.17,1.2,-4.64853984,0,0,1.71,61,1.75,0.41,3.25802931,0,0,0,0.5,5.5,1.5,28,4,1,2,0,0,0,0,0,2,28,0,0,1,1
Ba3Cd4La1Fe8O24,Ba,Cd,La,Fe,,,O,5,258.6653096,-1.009429826,4,99.87,55.847,759.3,1.031375,7.157,6.891707755,0.07453125,-5.014417797,25.3375,1.386875,724.5,5.375,15.478125,47.5,7.50925,68.59375,34.60996875,-0.116375,-1.28125,1.479992002,0.908336626,0.436212446,38.355,0.1490625,2.2325,1.07125,3023,1.72,16.18,11.2,1.42,-0.74033904,2.22,2.76,39.24,3023,1.72,7.87,30.651,1.31,-4.79586452,0,0,1.71,55,1.77,0.3,3.25802931,0,0,0,0.125,0,0,26,4,1,4,0,0,0,0,1,2,26,0,0,1,1
Ba3Sn1Pr4Ni8O24,Ba,Sn,Pr,Ni,,,O,5,263.8395748,-1.047629357,4,332.63,58.6934,736.7,0.8925,7.2725,7.169665798,-0.4446875,-4.574845642,27.4875,1.446875,637.68125,65.8125,16.87125,41.4375,6.61875,56.0875,39.048975,-0.12125,-5.85625,1.612896095,0.731182978,0.675990066,44.945,-0.899375,2.585,1.05875,3005,1.62,18.168,14.6,1.42,-1.92352226,2.22,2.76,39.24,3005,1.62,7.635,35.17,0.81,-4.64853984,0,0,1.72,61,1.75,0.8,2.667209172,0,0,0,0.5,5.5,1.5,28,4,1,2,0,0,0,0,0,2,28,0,0,1,1
Ba3Sn4La1Fe8O24,Ba,Sn,La,Fe,,,O,5,285.9481644,-1.230692994,4,290.37,55.847,759.3,0.906375,6.822,7.03941279,-1.97796875,-5.801636013,26.7125,1.386875,684.725,35.625,16.278125,50,7.097,61.04375,36.18496875,-0.117375,-2.78125,1.533143894,0.803569077,0.708744635,41.145,-3.9559375,2.2375,1.07125,3023,1.72,16.18,11.2,1.42,-1.92352226,2.22,2.76,39.24,3023,1.72,7.87,30.651,0.81,-4.79586452,0,0,1.72,55,1.77,0.8,2.667209172,0,0,0,0.125,0,0,26,4,1,4,0,0,0,0,0,2,26,0,0,1,1
Ba3Sr3La2Mn1Fe7O24,Ba,Sr,La,Mn,Fe,,O,6,0,-2.224516947,3,140.2,55.847,759.3,1.0579375,5.828,7.490108453,-0.174536638,-5.480815983,32.83125,1.470625,641.61875,-24.5,19.835625,32.125,6.650375,41.375625,31.674625,-0.1081875,-3.23125,1.697647986,0.701765437,0.611512842,53.055,-0.351875,2.63875,0.91375,2924.5,1.72875,16.1125,9.8625,1.42,-1.67793991,2.22,2.76,39.24,3023,1.79,7.87,33.667,1.36,-4.79586452,0,0,2.45,52,1.61,0.25,1.625721722,0,0,0,0.25,0,0,25.875,4,1,4.125,0,1,0,0,0,2,26,0,0,1,1
Ba4Ba4Mn2Fe6O24,Ba,Ba,,Mn,Fe,,O,5,271.9065975,-0.931270106,4,140.2,55.847,759.3,1.120125,5.67775,7.803041782,0.002801724,-5.196388421,37.3125,1.575,625.8625,-17,23.20625,31.625,6.486625,40.2525,40.855125,-0.126375,-2.8625,1.812776151,0.671585484,0.442187599,63.59,0,2.76,0.81,2826,1.7375,16.045,8.525,1.42,-1.92352226,2.22,2.76,39.24,3023,1.79,7.87,33.667,1.61,-1.92352226,0,0,2.76,52,1.61,0,0,0,0,0,0,0,0,25.75,4,1,4.25,0,1,0,0,0,2,26,0,0,1,1
Ba4Bi4Fe8O24,Ba,Bi,,Fe,,,O,4,187.3910463,-1.093093684,4,140.2,55.847,759.3,1.012,7.272,7.248847461,-0.76,-5.617046345,30.375,1.445,681.2,26.5,18.685,51.25,7.06025,46.6675,58.6541,-0.143,-4.675,1.608509293,0.794284209,0.456652361,46.75,-1.52,2.195,0.985,3023,1.72,16.18,11.2,1.42,-1.92352226,2.22,2.76,39.24,3023,1.72,7.87,30.651,1.17,-3.89538374,0,0,1.63,55,1.77,0.44,2.235900917,0,0,0.5,0,0,7,26,4,1,4,0,1,0,0,0,2,26,0,0,1,1
Ba4Bi4Zr7Fe1O24,Ba,Bi,,Zr,Fe,,O,5,138.8928547,-2.19333335,4,140.2,91.224,660,1.049625,6.67525,7.941055683,-0.9546875,-5.731003805,35.40625,1.5675,637.75625,37.875,21.7475,46.4375,6.390875,21.51125,43.1766625,-0.0681875,-0.78125,1.287742614,0.896919674,0.28480928,46.75,-1.52,2.195,0.985,4474.625,2.105,13.51125,3.4125,1.42,-1.92352226,2.22,2.76,39.24,4682,2.16,7.87,30.651,1.17,-3.89538374,0,0,1.63,44,1.41,0.44,2.235900917,0,0,0.5,0,0,7,38.25,4.875,1,7.5,0,1,0,0,0,2,40,1,0,1,1
Ba4Ca4Co4Ni4O24,Ba,Ca,,Co,Ni,,O,5,296.0959131,-0.941303789,4,140.2,58.9332,758,0.99,5.735,7.35901464,-0.18625,-4.124641385,32.2,1.5075,646.85,-6.75,19.6075,33.75,6.705,102.275,14.94535,-0.0035,0.4,1.677167361,0.731049709,0.392741076,50.205,-0.475,2.495,0.86,3074,1.645,17.614,16.25,1.42,-1.92352226,2.22,2.76,39.24,3143,1.67,7.86,35.17,1.34,-1.92725921,0,0,2.23,58,1.75,0.27,1.674764081,0,0,0,0,0,0,27.5,4,1,2.5,0,1,0,0,0,2,27,1,0,1,1
Ba4Ca4Co6Ni2O24,Ba,Ca,,Co,Ni,,O,5,247.6849749,-1.03976982,4,140.2,58.9332,758,0.99625,5.735,7.361440986,-0.163125,-4.316399457,32.2375,1.50875,649.5125,-11.875,19.62125,33.375,6.733125,103.4375,14.915375,-0.000625,-0.0125,1.675688246,0.725877703,0.393842661,50.205,-0.475,2.495,0.86,3108.5,1.6575,17.337,17.075,1.42,-1.92352226,2.22,2.76,39.24,3143,1.67,7.86,35.17,1.34,-1.92725921,0,0,2.23,58,1.75,0.27,1.674764081,0,0,0,0,0,0,27.25,4,1,2.75,0,1,0,0,0,2,27,1,0,1,1
Ba4Ca4Co7Ni1O24,Ba,Ca,,Co,Ni,,O,5,212.7566308,-1.099725711,4,140.2,58.9332,758,0.999375,5.735,7.362654159,-0.1515625,-4.412278493,32.25625,1.509375,650.84375,-14.4375,19.628125,33.1875,6.7471875,104.01875,14.9003875,0.0008125,-0.21875,1.674949667,0.723319046,0.394395773,50.205,-0.475,2.495,0.86,3125.75,1.66375,17.1985,17.4875,1.42,-1.92352226,2.22,2.76,39.24,3143,1.67,7.86,35.17,1.34,-1.92725921,0,0,2.23,58,1.75,0.27,1.674764081,0,0,0,0,0,0,27.125,4,1,2.875,0,1,0,0,0,2,27,1,0,1,1
Ba4Ca4Fe1Co7O24,Ba,Ca,,Fe,Co,,O,5,187.8944086,-1.181993887,4,140.2,58.9332,758,1.009,5.670875,7.367025374,-0.1521875,-4.58347598,32.3125,1.510625,652.25625,-19.875,19.66,32.8125,6.761875,103.3625,15.0782875,0.0005,-0.00625,1.672293863,0.720623877,0.39812327,50.205,-0.475,2.495,0.86,3128,1.67625,16.95,17.0625,1.42,-1.92352226,2.22,2.76,39.24,3143,1.72,7.87,33.5,1.34,-1.92725921,0,0,2.23,55,1.75,0.27,1.674764081,0,0,0,0,0,0,26.875,4,1,3.125,0,1,0,0,0,2,27,1,0,1,1
Ba4Ca4Fe1Ni7O24,Ba,Ca,,Fe,Ni,,O,5,332.2121369,-0.817964403,4,140.2,58.6934,736.7,0.987125,5.670875,7.358533164,-0.233125,-3.912322728,32.18125,1.50625,642.9375,-1.9375,19.611875,34.125,6.6634375,99.29375,15.1832,-0.0095625,1.4375,1.677461182,0.738785031,0.39421123,50.205,-0.475,2.495,0.86,3007.25,1.6325,17.9195,14.175,1.42,-1.92352226,2.22,2.76,39.24,3023,1.72,7.87,35.17,1.34,-1.92725921,0,0,2.23,55,1.75,0.27,1.674764081,0,0,0,0,0,0,27.75,4,1,2.25,0,1,0,0,0,2,28,0,0,1,1
Ba4Ca4Fe2Co6O24,Ba,Ca,,Fe,Co,,O,5,205.5640304,-1.196702672,4,140.2,58.9332,758,1.0155,5.60675,7.370183416,-0.164375,-4.658794431,32.35,1.51125,652.3375,-22.75,19.685,32.625,6.7625,102.125,15.271175,-0.00125,0.4125,1.670380377,0.720469456,0.401347489,50.205,-0.475,2.495,0.86,3113,1.6825,16.84,16.225,1.42,-1.92352226,2.22,2.76,39.24,3143,1.72,7.87,33.5,1.34,-1.92725921,0,0,2.23,55,1.75,0.27,1.674764081,0,0,0,0,0,0,26.75,4,1,3.25,0,1,0,0,0,2,27,1,0,1,1
Ba4Ca4Fe2Ni6O24,Ba,Ca,,Fe,Ni,,O,5,317.3568714,-0.902576579,4,140.2,58.6934,736.7,0.99675,5.60675,7.362904379,-0.23375,-4.083520215,32.2375,1.5075,644.35,-7.375,19.64375,33.75,6.678125,98.6375,15.3611,-0.009875,1.65,1.674797414,0.735973597,0.397935223,50.205,-0.475,2.495,0.86,3009.5,1.645,17.671,13.75,1.42,-1.92352226,2.22,2.76,39.24,3023,1.72,7.87,35.17,1.34,-1.92725921,0,0,2.23,55,1.75,0.27,1.674764081,0,0,0,0,0,0,27.5,4,1,2.5,0,1,0,0,0,2,28,0,0,1,1
Ba4Ca4Fe8O24,Ba,Ca,,Fe,,,O,4,163.1857492,-1.413634135,4,140.2,55.847,759.3,1.0545,5.222,7.38913167,-0.2375,-5.110705136,32.575,1.515,652.825,-40,19.835,31.5,6.76625,94.7,16.4285,-0.01175,2.925,1.658990789,0.719544317,0.421845494,50.205,-0.475,2.495,0.86,3023,1.72,16.18,11.2,1.42,-1.92352226,2.22,2.76,39.24,3023,1.72,7.87,30.651,1.34,-1.92725921,0,0,2.23,55,1.77,0.27,1.674764081,0,0,0,0,0,0,26,4,1,4,0,1,0,0,0,2,26,0,0,1,1
Ba4Ca4Mn1Co7O24,Ba,Ca,,Mn,Co,,O,5,180.6609581,-1.206799362,4,140.2,58.9332,758,1.0080625,5.64375,7.36463492,-0.150786638,-4.629418535,32.34375,1.510625,649.6375,-21.375,19.678125,32.625,6.7346875,98.83875,15.1351,-0.0014375,0.6625,1.673745179,0.725636684,0.416359554,50.205,-0.475,2.495,0.86,3029.5,1.685,16.8825,15.725,1.42,-1.92352226,2.22,2.76,39.24,3143,1.79,7.86,33.667,1.34,-1.92725921,0,0,2.23,52,1.61,0.27,1.674764081,0,0,0,0,0,0,26.75,4,1,3.25,0,1,0,0,0,2,27,1,0,1,1
Ba4Ca4Mn1Ni7O24,Ba,Ca,,Mn,Ni,,O,5,349.6054051,-0.823979378,4,140.2,58.6934,736.7,0.9861875,5.64375,7.35614271,-0.231724138,-3.958265284,32.2125,1.50625,640.31875,-3.4375,19.63,33.9375,6.63625,94.77,15.2400125,-0.0115,2.10625,1.678921484,0.744054611,0.412082844,50.205,-0.475,2.495,0.86,2908.75,1.64125,17.852,12.8375,1.42,-1.92352226,2.22,2.76,39.24,3005,1.79,7.635,35.17,1.34,-1.92725921,0,0,2.23,52,1.61,0.27,1.674764081,0,0,0,0,0,0,27.625,4,1,2.375,0,1,0,0,0,2,28,0,0,1,1
Ba4Ca4Mn2Co6O24,Ba,Ca,,Mn,Co,,O,5,197.1241296,-1.240286623,4,140.2,58.9332,758,1.013625,5.5525,7.365402508,-0.161573276,-4.750679542,32.4125,1.51125,647.1,-25.75,19.72125,32.25,6.708125,93.0775,15.3848,-0.005125,1.75,1.673278879,0.730560941,0.440222746,50.205,-0.475,2.495,0.86,2916,1.7,16.705,13.55,1.42,-1.92352226,2.22,2.76,39.24,3143,1.79,7.86,33.667,1.34,-1.92725921,0,0,2.23,52,1.61,0.27,1.674764081,0,0,0,0,0,0,26.5,4,1,3.5,0,1,0,0,0,2,27,1,0,1,1
Ba4Ca4Mn2Ni6O24,Ba,Ca,,Mn,Ni,,O,5,346.0879077,-0.920662029,4,140.2,58.6934,736.7,0.994875,5.5525,7.358123471,-0.230948276,-4.175405326,32.3,1.5075,639.1125,-10.375,19.68,33.375,6.62375,89.59,15.474725,-0.01375,2.9875,1.677711279,0.746507259,0.436120807,50.205,-0.475,2.495,0.86,2812.5,1.6625,17.536,11.075,1.42,-1.92352226,2.22,2.76,39.24,3005,1.79,7.635,35.17,1.34,-1.92725921,0,0,2.23,52,1.61,0.27,1.674764081,0,0,0,0,0,0,27.25,4,1,2.75,0,1,0,0,0,2,28,0,0,1,1
Ba4Ca4Mn4Co4O24,Ba,Ca,,Mn,Co,,O,5,195.6727542,-1.340436893,4,140.2,54.938,717.4,1.02475,5.37,7.366937685,-0.183146552,-4.993201555,32.55,1.5125,642.025,-34.5,19.8075,31.5,6.655,81.555,15.8842,-0.0125,3.925,1.672347057,0.740612715,0.497217726,50.205,-0.475,2.495,0.86,2689,1.73,16.35,9.2,1.42,-1.92352226,2.22,2.76,39.24,3143,1.79,7.86,33.667,1.34,-1.92725921,0,0,2.23,52,1.61,0.27,1.674764081,0,0,0,0,0,0,26,4,1,4,0,1,0,0,0,2,25,0,0,1,1
Ba4Ca4Mn4Ni4O24,Ba,Ca,,Mn,Ni,,O,5,313.7228806,-1.122276581,4,140.2,54.938,717.4,1.01225,5.37,7.362084993,-0.229396552,-4.609685411,32.475,1.51,636.7,-24.25,19.78,32.25,6.59875,79.23,15.94415,-0.01825,4.75,1.675296094,0.751461385,0.493721117,50.205,-0.475,2.495,0.86,2620,1.705,16.904,7.55,1.42,-1.92352226,2.22,2.76,39.24,3005,1.79,7.635,35.17,1.34,-1.92725921,0,0,2.23,52,1.61,0.27,1.674764081,0,0,0,0,0,0,26.5,4,1,3.5,0,1,0,0,0,2,25,0,0,1,1
Ba4Ca4Mn6Co2O24,Ba,Ca,,Mn,Co,,O,5,198.5926738,-1.432124414,4,140.2,54.938,717.4,1.035875,5.1875,7.368472862,-0.204719828,-5.235723568,32.6875,1.51375,636.95,-43.25,19.89375,30.75,6.601875,70.0325,16.3836,-0.019875,6.1,1.671416274,0.750944952,0.571165692,50.205,-0.475,2.495,0.86,2462,1.76,15.995,4.85,1.42,-1.92352226,2.22,2.76,39.24,3143,1.79,7.86,33.667,1.34,-1.92725921,0,0,2.23,52,1.61,0.27,1.674764081,0,0,0,0,0,0,25.5,4,1,4.5,0,1,0,0,0,2,25,0,0,1,1
Ba4Ca4Mn6Fe2O24,Ba,Ca,,Mn,Fe,,O,5,192.0104175,-1.503463485,4,140.2,54.938,717.4,1.048875,5.05925,7.374788946,-0.229094828,-5.38636047,32.7625,1.515,637.1125,-49,19.94375,30.375,6.603125,67.5575,16.769375,-0.023375,6.9375,1.667597681,0.750609651,0.584641922,50.205,-0.475,2.495,0.86,2432,1.7725,15.775,3.175,1.42,-1.92352226,2.22,2.76,39.24,3023,1.79,7.87,33.667,1.34,-1.92725921,0,0,2.23,52,1.61,0.27,1.674764081,0,0,0,0,0,0,25.25,4,1,4.75,0,1,0,0,0,2,25,0,0,1,1
Ba4Ca4Mn6Ni2O24,Ba,Ca,,Mn,Ni,,O,5,234.968862,-1.345693133,4,140.2,54.938,717.4,1.029625,5.1875,7.366046516,-0.227844828,-5.043965496,32.65,1.5125,634.2875,-38.125,19.88,31.125,6.57375,68.87,16.413575,-0.02275,6.5125,1.672887853,0.756481706,0.568851763,50.205,-0.475,2.495,0.86,2427.5,1.7475,16.272,4.025,1.42,-1.92352226,2.22,2.76,39.24,3005,1.79,7.635,35.17,1.34,-1.92725921,0,0,2.23,52,1.61,0.27,1.674764081,0,0,0,0,0,0,25.75,4,1,4.25,0,1,0,0,0,2,25,0,0,1,1
Ba4Ca4Mn7Co1O24,Ba,Ca,,Mn,Co,,O,5,206.6101336,-1.471410675,4,140.2,54.938,717.4,1.0414375,5.09625,7.36924045,-0.215506466,-5.356984575,32.75625,1.514375,634.4125,-47.625,19.936875,30.375,6.5753125,64.27125,16.6333,-0.0235625,7.1875,1.67095127,0.756219938,0.617050662,50.205,-0.475,2.495,0.86,2348.5,1.775,15.8175,2.675,1.42,-1.92352226,2.22,2.76,39.24,3143,1.79,7.86,33.667,1.34,-1.92725921,0,0,2.23,52,1.61,0.27,1.674764081,0,0,0,0,0,0,25.25,4,1,4.75,0,1,0,0,0,2,25,0,0,1,1
